pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbeccen,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,planet_type
Kepler-752 b,Kepler-752,1,1,Transit,2016,18.82747265,,,2.81,,,,,5373.0,0.83,0.87,-0.08,[Fe/H],4.54,1232.29,Neptune-like
Kepler-753 b,Kepler-753,1,1,Transit,2016,5.74772501,,,1.91,,,,,4346.0,0.65,0.68,-0.03,[Fe/H],4.65,274.767,Super Earth
Kepler-754 b,Kepler-754,1,1,Transit,2016,14.5596237,,,2.01,,,,,5935.0,1.08,1.06,0.05,[Fe/H],4.39,1770.27,Super Earth
Kepler-755 b,Kepler-755,2,2,Transit,2016,1.26909037,,,1.76,,,,,5043.0,0.77,0.82,-0.01,[Fe/H],4.58,399.034,Super Earth
Kepler-755 c,Kepler-755,2,2,Transit,2016,2.85313364,,,1.26,,,,,5043.0,0.77,0.82,-0.01,[Fe/H],4.58,399.034,Super Earth
Kepler-756 b,Kepler-756,1,1,Transit,2016,1.22486632,,,1.12,,,,,5282.0,0.79,0.82,-0.19,[Fe/H],4.57,,Super Earth
Kepler-757 b,Kepler-757,1,1,Transit,2016,1.02267882,,,1.36,,,,,6014.0,1.13,1.08,0.02,[Fe/H],4.37,1068.68,Super Earth
Kepler-758 b,Kepler-758,1,4,Transit,2016,12.1097104,,,2.48,,,,,6228.0,1.42,1.16,-0.1,[Fe/H],4.19,1502.32,Neptune-like
Kepler-758 c,Kepler-758,1,4,Transit,2016,4.75793986,,,1.69,,,,,6228.0,1.42,1.16,-0.1,[Fe/H],4.19,1502.32,Super Earth
Kepler-758 d,Kepler-758,1,4,Transit,2016,20.4966197,,,2.12,,,,,6228.0,1.42,1.16,-0.1,[Fe/H],4.19,1502.32,Neptune-like
Kepler-758 e,Kepler-758,1,4,Transit,2016,8.1934719,,,1.53,,,,,6228.0,1.42,1.16,-0.1,[Fe/H],4.19,1502.32,Super Earth
Kepler-759 b,Kepler-759,1,1,Transit,2016,41.805985,,,2.27,,,,,5860.0,1.04,1.04,0.06,[Fe/H],4.42,1073.48,Neptune-like
Kepler-76 b,Kepler-76,1,1,Orbital Brightness Modulation,2013,1.5449298,,0.0274,15.244,638.8383,,2140.0,,6409.0,1.32,1.2,-0.1,[Fe/H],4.2,822.96,Gas Giant
Kepler-760 b,Kepler-760,1,2,Transit,2016,8.70419416,,,3.06,,,,,5322.0,0.85,0.89,0.08,[Fe/H],4.54,792.336,Neptune-like
Kepler-760 c,Kepler-760,1,2,Transit,2016,2.46697439,,,1.48,,,,,5322.0,0.85,0.89,0.08,[Fe/H],4.54,792.336,Super Earth
Kepler-761 b,Kepler-761,1,1,Transit,2016,10.12804789,,,2.03,,,,,5706.0,0.93,0.95,-0.09,[Fe/H],4.48,830.707,Super Earth
Kepler-762 b,Kepler-762,1,1,Transit,2016,3.7705521,,,12.68,,,,,5944.0,1.08,1.06,0.02,[Fe/H],4.4,1898.26,Gas Giant
Kepler-763 b,Kepler-763,1,1,Transit,2016,1.19655156,,,1.22,,,,,5166.0,0.8,0.84,0.01,[Fe/H],4.57,962.459,Super Earth
Kepler-764 b,Kepler-764,1,1,Transit,2016,7.33683936,,,1.64,,,,,5557.0,0.89,0.92,-0.06,[Fe/H],4.51,1047.84,Super Earth
Kepler-765 b,Kepler-765,1,1,Transit,2016,27.6655226,,,2.43,,,,,5901.0,1.06,1.05,0.04,[Fe/H],4.41,1076.28,Neptune-like
Kepler-766 b,Kepler-766,1,1,Transit,2016,6.10027804,,,3.39,,,,,5992.0,1.15,1.1,0.09,[Fe/H],4.36,2297.62,Neptune-like
Kepler-767 b,Kepler-767,1,1,Transit,2016,161.5280101,,,6.64,,,,,5694.0,0.94,0.96,-0.05,[Fe/H],4.48,2251.03,Neptune-like
Kepler-768 b,Kepler-768,1,1,Transit,2016,11.3910025,,,1.79,,,,,5108.0,0.78,0.82,-0.03,[Fe/H],4.58,784.56,Super Earth
Kepler-769 b,Kepler-769,1,2,Transit,2016,7.42608998,,,2.92,,,,,6186.0,1.28,1.19,0.06,[Fe/H],4.3,1169.57,Neptune-like
Kepler-769 c,Kepler-769,1,2,Transit,2016,15.9870174,,,1.79,,,,,6186.0,1.28,1.19,0.06,[Fe/H],4.3,1169.57,Super Earth
Kepler-77 b,Kepler-77,1,1,Transit,2013,3.57878087,0.0,0.04501,10.761,136.661,,1440.0,G5 V,5520.0,0.99,0.95,0.2,[M/H],4.42,639.411,Gas Giant
Kepler-770 b,Kepler-770,1,3,Transit,2016,18.92540274,,,2.3,,,,,5598.0,0.92,0.94,-0.01,[Fe/H],4.49,930.457,Neptune-like
Kepler-770 c,Kepler-770,1,3,Transit,2016,1.47532231,,,1.2,,,,,5598.0,0.92,0.94,-0.01,[Fe/H],4.49,930.457,Super Earth
Kepler-770 d,Kepler-770,1,3,Transit,2016,4.15244722,,,1.4,,,,,5598.0,0.92,0.94,-0.01,[Fe/H],4.49,930.457,Super Earth
Kepler-771 b,Kepler-771,1,1,Transit,2016,8.73485836,,,1.82,,,,,5906.0,1.05,1.03,0.01,[Fe/H],4.42,1393.85,Super Earth
Kepler-772 b,Kepler-772,1,1,Transit,2016,12.99207337,,,1.82,,,,,5714.0,1.11,0.98,0.03,[Fe/H],4.33,1130.21,Super Earth
Kepler-773 b,Kepler-773,1,1,Transit,2016,3.74910006,,,1.43,,,,,5850.0,1.01,1.04,0.05,[Fe/H],4.45,547.026,Super Earth
Kepler-774 b,Kepler-774,1,1,Transit,2016,11.0895723,,,3.17,,,,,6403.0,2.42,1.57,0.04,[Fe/H],3.87,917.804,Neptune-like
Kepler-775 b,Kepler-775,1,1,Transit,2016,0.97486893,,,1.19,,,,,5468.0,0.84,0.92,-0.04,[Fe/H],4.56,398.676,Super Earth
Kepler-776 b,Kepler-776,1,1,Transit,2016,4.89718784,,,1.28,,,,,5071.0,0.78,0.83,0.05,[Fe/H],4.58,727.904,Super Earth
Kepler-777 b,Kepler-777,1,1,Transit,2016,5.72812599,,,1.47,,,,,4043.0,0.56,0.58,-0.17,[Fe/H],4.71,443.106,Super Earth
Kepler-778 b,Kepler-778,1,1,Transit,2016,3.75574426,,,1.68,,,,,5102.0,0.77,0.81,-0.09,[Fe/H],4.58,938.168,Super Earth
Kepler-779 b,Kepler-779,2,1,Transit,2016,7.09714223,,,0.92,,,,,3804.0,0.44,0.46,-0.43,[Fe/H],4.81,283.155,Terrestrial
Kepler-78 b,Kepler-78,2,1,Transit,2013,0.35500744,,,1.121,1.96716,,,,5089.0,0.75,0.84,-0.14,[Fe/H],4.6,124.376,Super Earth
Kepler-780 b,Kepler-780,1,1,Transit,2016,0.67737516,,,0.89,,,,,5769.0,1.02,1.01,0.05,[Fe/H],4.42,557.652,Terrestrial
Kepler-781 b,Kepler-781,1,1,Transit,2016,13.2140732,,,2.89,,,,,5162.0,0.78,0.81,-0.1,[Fe/H],4.58,1064.47,Neptune-like
Kepler-782 b,Kepler-782,1,1,Transit,2016,158.6853308,,,3.21,,,,,5867.0,1.01,0.98,-0.14,[Fe/H],4.42,446.844,Neptune-like
Kepler-783 b,Kepler-783,1,2,Transit,2016,4.29264638,,,0.78,,,,,5521.0,0.89,0.93,0.01,[Fe/H],4.51,516.09,Terrestrial
Kepler-783 c,Kepler-783,1,2,Transit,2020,7.05395,,,2.332,,,,,5411.49,0.87,0.94,-0.03,[M/H],4.53,516.09,Neptune-like
Kepler-784 b,Kepler-784,1,1,Transit,2016,31.5922646,,,1.58,,,,,5674.0,1.32,1.0,0.07,[Fe/H],4.19,1303.72,Super Earth
Kepler-785 b,Kepler-785,1,1,Transit,2016,1.97376093,,,13.02,,,,,4739.0,0.71,0.77,-0.02,[Fe/H],4.62,642.051,Gas Giant
Kepler-786 b,Kepler-786,1,1,Transit,2016,53.5293487,,,2.43,,,,,4838.0,0.74,0.81,0.09,[Fe/H],4.61,485.318,Neptune-like
Kepler-787 b,Kepler-787,1,1,Transit,2016,0.9283105,,,1.28,,,,,4248.0,0.62,0.65,-0.09,[Fe/H],4.67,503.568,Super Earth
Kepler-788 b,Kepler-788,1,1,Transit,2016,8.39846269,,,2.55,,,,,6159.0,1.23,1.16,0.05,[Fe/H],4.32,1775.8,Neptune-like
Kepler-789 b,Kepler-789,1,1,Transit,2016,8.63847725,,,2.12,,,,,5870.0,1.02,1.01,-0.06,[Fe/H],4.42,1480.16,Neptune-like
Kepler-79 b,Kepler-79,1,4,Transit,2012,13.4845,0.015,0.117,3.47,10.9,,,,6174.0,1.3,1.17,-0.073,[M/H],4.27,1020.72,Neptune-like
Kepler-79 c,Kepler-79,1,4,Transit,2012,27.4029,0.03,0.187,3.72,5.9,,,,6174.0,1.3,1.17,-0.073,[M/H],4.27,1020.72,Neptune-like
Kepler-79 d,Kepler-79,1,4,Transit,2014,52.0902,0.025,0.287,7.16,6.0,,,,6174.0,1.3,1.17,-0.073,[M/H],4.27,1020.72,Neptune-like
Kepler-79 e,Kepler-79,1,4,Transit,2014,81.0659,0.012,0.386,3.49,4.1,,,,6174.0,1.3,1.17,-0.073,[M/H],4.27,1020.72,Neptune-like
Kepler-790 b,Kepler-790,1,1,Transit,2016,13.73469807,,,2.18,,,,,5208.0,0.8,0.84,-0.05,[Fe/H],4.56,703.168,Neptune-like
Kepler-791 b,Kepler-791,1,1,Transit,2016,14.5539759,,,3.05,,,,,6383.0,1.47,1.3,0.06,[Fe/H],4.21,1266.34,Neptune-like
Kepler-792 b,Kepler-792,1,1,Transit,2016,11.30119217,,,1.96,,,,,5971.0,1.12,1.09,0.08,[Fe/H],4.38,1425.47,Super Earth
Kepler-793 b,Kepler-793,1,1,Transit,2016,4.24153639,,,1.37,,,,,5745.0,0.97,0.98,0.0,[Fe/H],4.46,985.699,Super Earth
Kepler-794 b,Kepler-794,1,1,Transit,2016,11.13125132,,,2.11,,,,,5839.0,1.38,1.19,0.34,[Fe/H],4.23,931.192,Neptune-like
Kepler-795 b,Kepler-795,2,1,Transit,2016,29.6193421,,,1.68,,,,,5631.0,0.96,0.94,-0.02,[Fe/H],4.45,492.122,Super Earth
Kepler-796 b,Kepler-796,1,1,Transit,2016,6.40087618,,,1.3,,,,,5475.0,1.09,0.93,0.09,[Fe/H],4.33,817.584,Super Earth
Kepler-797 b,Kepler-797,1,1,Transit,2016,27.07237711,,,2.17,,,,,5680.0,0.95,0.96,-0.02,[Fe/H],4.47,1315.26,Neptune-like
Kepler-798 b,Kepler-798,1,1,Transit,2016,13.71933369,,,2.39,,,,,6224.0,1.29,1.19,0.03,[Fe/H],4.29,972.274,Neptune-like
Kepler-799 b,Kepler-799,1,2,Transit,2016,133.4605235,,,6.88,,,,,5681.0,0.93,0.95,-0.07,[Fe/H],4.49,,Neptune-like
Kepler-799 c,Kepler-799,1,2,Transit,2021,15.19419956,,,2.781,,,,,5588.0,1.59,1.03,0.14,[Fe/H],4.05,,Neptune-like
Kepler-8 b,Kepler-8,1,1,Transit,2010,3.5224991,,0.0474,15.872,187.5197,,1680.0,,6213.0,1.49,1.21,-0.055,[Fe/H],4.17,1021.87,Gas Giant
Kepler-80 b,Kepler-80,1,6,Transit,2012,7.05246,,0.0648,2.67,6.93,,,K5,4540.0,0.68,0.73,0.04,[Fe/H],4.64,369.451,Neptune-like
Kepler-80 c,Kepler-80,1,6,Transit,2012,9.52355,,0.0792,2.74,6.74,,,K5,4540.0,0.68,0.73,0.04,[Fe/H],4.64,369.451,Neptune-like
Kepler-80 d,Kepler-80,1,6,Transit,2014,3.07222,,0.0372,1.53,6.75,,,K5,4540.0,0.68,0.73,0.04,[Fe/H],4.64,369.451,Super Earth
Kepler-80 e,Kepler-80,1,6,Transit,2014,4.64489,,0.0491,1.6,4.13,,,K5,4540.0,0.68,0.73,0.04,[Fe/H],4.64,369.451,Super Earth
Kepler-80 f,Kepler-80,1,6,Transit,2016,0.9867873,,0.0175,1.21,,,,K5,4540.0,0.68,0.73,0.04,[Fe/H],4.64,369.451,Super Earth
Kepler-80 g,Kepler-80,1,6,Transit,2017,14.64558,,,1.13,,,418.0,,4540.0,0.68,0.83,0.04,[M/H],4.64,369.451,Super Earth
Kepler-800 b,Kepler-800,1,1,Transit,2016,14.13176026,,,2.85,,,,,5315.0,0.82,0.85,-0.09,[Fe/H],4.55,1019.26,Neptune-like
Kepler-801 b,Kepler-801,1,1,Transit,2016,11.41928253,,,2.0,,,,,4435.0,0.63,0.67,-0.17,[Fe/H],4.66,440.426,Super Earth
Kepler-802 b,Kepler-802,1,1,Transit,2016,40.0587473,,,3.54,,,,,5507.0,0.9,0.93,0.06,[Fe/H],4.5,780.585,Neptune-like
Kepler-803 b,Kepler-803,1,1,Transit,2016,50.28638192,,,3.79,,,,,5919.0,1.12,1.05,0.02,[Fe/H],4.36,639.771,Neptune-like
Kepler-804 b,Kepler-804,1,2,Transit,2016,14.37457351,,,1.94,,,,,5817.0,1.05,1.01,0.0,[Fe/H],4.4,649.65,Super Earth
Kepler-804 c,Kepler-804,1,2,Transit,2016,9.65185017,,,1.14,,,,,5817.0,1.05,1.01,0.0,[Fe/H],4.4,649.65,Super Earth
Kepler-805 b,Kepler-805,1,1,Transit,2016,30.8638931,,,2.89,,,,,6112.0,1.65,1.19,-0.06,[Fe/H],4.08,638.49,Neptune-like
Kepler-806 b,Kepler-806,1,1,Transit,2016,8.09219642,,,1.14,,,,,5770.0,1.16,0.99,0.0,[Fe/H],4.3,361.896,Super Earth
Kepler-807 b,Kepler-807,1,1,Transit,2016,117.93108781,,,10.42,,,,,5965.0,1.06,1.04,-0.04,[Fe/H],4.41,1492.95,Gas Giant
Kepler-808 b,Kepler-808,1,1,Transit,2016,0.63133235,,,1.46,,,,,4653.0,0.71,0.76,0.05,[Fe/H],4.62,,Super Earth
Kepler-809 b,Kepler-809,1,1,Transit,2016,55.63934,,,3.01,,,,,5734.0,0.98,0.99,0.04,[Fe/H],4.45,961.405,Neptune-like
Kepler-81 b,Kepler-81,1,3,Transit,2012,5.955,,,2.42,,,,,,0.59,0.64,,,4.7,348.291,Super Earth
Kepler-81 c,Kepler-81,1,3,Transit,2012,12.04,,,2.37,,,,,,0.59,0.64,,,4.7,348.291,Neptune-like
Kepler-81 d,Kepler-81,1,3,Transit,2014,20.837846,,0.128,1.21,,,,,4500.0,0.59,,,,4.7,348.291,Super Earth
Kepler-810 b,Kepler-810,1,1,Transit,2016,4.59725385,,,1.93,,,,,5803.0,1.04,1.03,0.1,[Fe/H],4.42,1458.59,Super Earth
Kepler-811 b,Kepler-811,1,1,Transit,2016,23.58447697,,,2.7,,,,,5747.0,1.24,1.01,0.05,[Fe/H],4.25,985.041,Neptune-like
Kepler-812 b,Kepler-812,1,1,Transit,2016,10.11716531,,,3.55,,,,,6761.0,1.71,1.45,0.02,[Fe/H],4.13,1482.74,Neptune-like
Kepler-813 b,Kepler-813,1,1,Transit,2016,19.12947337,,,2.14,,,,,5743.0,0.93,0.95,-0.13,[Fe/H],4.48,,Neptune-like
Kepler-814 b,Kepler-814,1,1,Transit,2016,6.1469851,,,2.12,,,,,6162.0,1.22,1.15,0.01,[Fe/H],4.33,2055.77,Neptune-like
Kepler-815 b,Kepler-815,1,1,Transit,2016,8.57503552,,,4.11,,,,,5028.0,3.42,1.25,-0.03,[Fe/H],3.46,1259.28,Neptune-like
Kepler-816 b,Kepler-816,1,1,Transit,2016,10.50682565,,,10.24,,,,,5286.0,0.85,0.9,0.16,[Fe/H],4.54,983.697,Gas Giant
Kepler-817 b,Kepler-817,1,1,Transit,2016,3.99010623,,,9.03,,,,,5861.0,1.03,1.03,0.02,[Fe/H],4.42,1484.46,Gas Giant
Kepler-818 b,Kepler-818,1,1,Transit,2016,10.03538581,,,5.11,,,,,5638.0,0.92,0.94,-0.08,[Fe/H],4.49,925.037,Neptune-like
Kepler-819 b,Kepler-819,1,1,Transit,2016,33.1995648,,,2.76,,,,,5279.0,0.81,0.86,-0.06,[Fe/H],4.55,664.306,Neptune-like
Kepler-82 b,Kepler-82,1,5,Transit,2012,26.44,0.0033,0.1683,4.07,12.15,,,,,0.9,0.91,,,,904.326,Neptune-like
Kepler-82 c,Kepler-82,1,5,Transit,2012,51.54,0.007,0.2626,5.34,13.9,,,,,0.9,0.91,,,,904.326,Neptune-like
Kepler-82 d,Kepler-82,1,5,Transit,2014,2.382961,,0.034,1.77,,,,,5428.0,0.94,,,,4.47,904.326,Super Earth
Kepler-82 e,Kepler-82,1,5,Transit,2014,5.902206,,0.063,2.47,,,,,5428.0,0.94,,,,4.47,904.326,Neptune-like
Kepler-82 f,Kepler-82,1,5,Transit Timing Variations,2019,75.732,0.0014,0.3395,,20.9,,,,,0.9,0.91,,,,904.326,Neptune-like
Kepler-820 b,Kepler-820,1,1,Transit,2016,127.8338098,,,6.09,,,,,6260.0,1.36,1.23,0.09,[Fe/H],4.25,1387.2,Neptune-like
Kepler-821 b,Kepler-821,1,1,Transit,2016,1.92279873,,,1.31,,,,,5191.0,0.8,0.84,-0.03,[Fe/H],4.56,614.571,Super Earth
Kepler-822 b,Kepler-822,1,1,Transit,2016,3.22296927,,,1.77,,,,,5928.0,1.08,1.06,0.04,[Fe/H],4.4,860.391,Super Earth
Kepler-823 b,Kepler-823,1,1,Transit,2016,4.16809082,,,1.57,,,,,5643.0,0.96,0.98,0.06,[Fe/H],4.47,1389.27,Super Earth
Kepler-824 b,Kepler-824,1,1,Transit,2016,4.51436633,,,1.87,,,,,6035.0,1.22,1.15,0.14,[Fe/H],4.32,1201.4,Super Earth
Kepler-825 b,Kepler-825,1,2,Transit,2016,3.77360059,,,1.53,,,,,5976.0,1.08,1.03,-0.08,[Fe/H],4.39,807.85,Super Earth
Kepler-825 c,Kepler-825,1,2,Transit,2016,8.1818246,,,1.84,,,,,5976.0,1.08,1.03,-0.08,[Fe/H],4.39,807.85,Super Earth
Kepler-826 b,Kepler-826,1,1,Transit,2016,4.48758907,,,1.25,,,,,6079.0,1.15,1.05,-0.12,[Fe/H],4.34,779.596,Super Earth
Kepler-827 b,Kepler-827,1,1,Transit,2016,51.92927591,,,5.63,,,,,5602.0,0.91,0.93,-0.06,[Fe/H],4.5,2046.68,Neptune-like
Kepler-828 b,Kepler-828,1,1,Transit,2016,0.56785714,,,1.51,,,,,5039.0,0.77,0.81,-0.02,[Fe/H],4.58,575.322,Super Earth
Kepler-829 b,Kepler-829,1,1,Transit,2016,6.88337562,,,2.11,,,,,5698.0,0.97,0.98,0.03,[Fe/H],4.46,1073.76,Neptune-like
Kepler-83 b,Kepler-83,2,3,Transit,2012,9.77,,,2.83,,,,,,0.61,0.66,,,4.69,400.409,Gas Giant
Kepler-83 c,Kepler-83,2,3,Transit,2012,20.09,,,2.36,,,,,,0.61,0.66,,,4.69,400.409,Super Earth
Kepler-83 d,Kepler-83,2,3,Transit,2014,5.169796,,0.051,1.94,,,,,4648.0,0.59,,,,4.72,400.409,Super Earth
Kepler-830 b,Kepler-830,1,1,Transit,2016,11.29695137,,,1.7,,,,,6037.0,1.11,1.07,-0.02,[Fe/H],4.38,,Super Earth
Kepler-831 b,Kepler-831,1,1,Transit,2016,5.62153941,,,1.27,,,,,5732.0,0.97,0.99,0.02,[Fe/H],4.46,593.54,Super Earth
Kepler-832 b,Kepler-832,1,1,Transit,2016,7.1396941,,,2.06,,,,,5596.0,0.9,0.92,-0.08,[Fe/H],4.5,1688.12,Super Earth
Kepler-833 b,Kepler-833,1,1,Transit,2016,18.7546998,,,2.02,,,,,4339.0,0.62,0.64,-0.18,[Fe/H],4.67,467.37,Super Earth
Kepler-834 b,Kepler-834,1,1,Transit,2016,13.32388301,,,2.02,,,,,4554.0,0.66,0.7,-0.13,[Fe/H],4.64,633.937,Super Earth
Kepler-835 b,Kepler-835,1,1,Transit,2016,11.41909375,,,2.79,,,,,5954.0,1.11,1.08,0.08,[Fe/H],4.38,2406.33,Neptune-like
Kepler-836 b,Kepler-836,1,1,Transit,2016,11.36112327,,,2.73,,,,,5895.0,1.04,1.03,-0.01,[Fe/H],4.41,980.035,Neptune-like
Kepler-837 b,Kepler-837,1,1,Transit,2016,16.56059504,,,2.56,,,,,5403.0,0.81,0.85,-0.18,[Fe/H],4.56,901.907,Neptune-like
Kepler-838 b,Kepler-838,1,1,Transit,2016,15.74957994,,,2.73,,,,,5770.0,0.96,0.98,-0.06,[Fe/H],4.46,1104.04,Neptune-like
Kepler-839 b,Kepler-839,1,1,Transit,2016,37.8144514,,,2.57,,,,,6058.0,1.31,1.22,0.29,[Fe/H],4.29,944.561,Neptune-like
Kepler-84 b,Kepler-84,1,5,Transit,2012,8.726,,,2.23,,,,,,1.43,1.0,,,4.13,1023.9,Super Earth
Kepler-84 c,Kepler-84,1,5,Transit,2012,12.883,,,2.36,,,,,,1.43,1.0,,,4.13,1023.9,Super Earth
Kepler-84 d,Kepler-84,1,5,Transit,2014,4.224537,,0.052,1.38,,,,,6031.0,1.17,,,,4.32,1023.9,Super Earth
Kepler-84 e,Kepler-84,1,5,Transit,2014,27.434389,,0.181,2.6,,,,,6031.0,1.17,,,,4.32,1023.9,Neptune-like
Kepler-84 f,Kepler-84,1,5,Transit,2014,44.552169,,0.25,2.2,,,,,6031.0,1.17,,,,4.32,1023.9,Neptune-like
Kepler-841 b,Kepler-841,1,1,Transit,2016,124.4198398,,,5.23,,,,,5324.0,0.81,0.85,-0.09,[Fe/H],4.56,998.961,Neptune-like
Kepler-842 b,Kepler-842,1,1,Transit,2016,1.21956827,,,1.6,,,,,4848.0,0.73,0.78,-0.02,[Fe/H],4.6,532.726,Super Earth
Kepler-843 b,Kepler-843,1,1,Transit,2016,2.05387982,,,2.59,,,,,5830.0,1.03,1.02,0.05,[Fe/H],4.42,1165.66,Neptune-like
Kepler-844 b,Kepler-844,1,1,Transit,2016,2.61302086,,,1.68,,,,,4128.0,0.57,0.59,-0.24,[Fe/H],4.7,431.776,Super Earth
Kepler-845 b,Kepler-845,1,1,Transit,2016,0.92785982,,,2.04,,,,,4913.0,0.75,0.79,0.01,[Fe/H],4.59,431.051,Super Earth
Kepler-846 b,Kepler-846,1,1,Transit,2016,19.80792185,,,2.48,,,,,5579.0,0.91,0.94,0.0,[Fe/H],4.5,1127.12,Neptune-like
Kepler-847 b,Kepler-847,1,1,Transit,2016,2.3432319,,,1.18,,,,,4940.0,0.77,0.83,0.15,[Fe/H],4.58,513.103,Super Earth
Kepler-848 b,Kepler-848,1,1,Transit,2016,6.91134416,,,1.7,,,,,5695.0,1.2,1.01,0.15,[Fe/H],4.28,1378.47,Super Earth
Kepler-849 b,Kepler-849,1,1,Transit,2016,394.6244904,,,7.14,,,,,6059.0,1.64,1.23,0.12,[Fe/H],4.1,822.134,Gas Giant
Kepler-85 b,Kepler-85,1,4,Transit,2012,8.306,,,1.97,,,,,,1.24,0.92,,,4.22,765.025,Super Earth
Kepler-85 c,Kepler-85,1,4,Transit,2012,12.513,,,2.18,,,,,,1.24,0.92,,,4.22,765.025,Super Earth
Kepler-85 d,Kepler-85,1,4,Transit,2014,17.91323,,0.13,1.2,,,,,5436.0,0.89,,,,4.49,765.025,Super Earth
Kepler-85 e,Kepler-85,1,4,Transit,2014,25.216751,,0.163,1.27,,,,,5436.0,0.89,,,,4.49,765.025,Super Earth
Kepler-850 b,Kepler-850,1,1,Transit,2016,7.19303878,,,1.78,,,,,5932.0,1.09,1.06,0.03,[Fe/H],4.39,1661.28,Super Earth
Kepler-851 b,Kepler-851,1,1,Transit,2016,8.50699658,,,1.68,,,,,5455.0,0.85,0.89,-0.07,[Fe/H],4.53,839.255,Super Earth
Kepler-852 b,Kepler-852,1,1,Transit,2016,44.9309804,,,2.54,,,,,6100.0,1.16,1.19,0.22,[Fe/H],4.38,1619.03,Neptune-like
Kepler-853 b,Kepler-853,1,1,Transit,2016,7.16892463,,,1.69,,,,,6350.0,1.55,1.3,0.07,[Fe/H],4.17,568.676,Super Earth
Kepler-855 b,Kepler-855,1,1,Transit,2016,7.8866311,,,8.35,,,,,5835.0,1.03,1.03,0.06,[Fe/H],4.42,1506.58,Gas Giant
Kepler-856 b,Kepler-856,1,1,Transit,2016,8.02768059,,,9.3,,,,,5535.0,0.93,0.96,0.12,[Fe/H],4.49,1351.17,Gas Giant
Kepler-857 b,Kepler-857,1,1,Transit,2016,85.35129427,,,6.8,,,,,5773.0,0.99,0.99,0.02,[Fe/H],4.45,983.502,Neptune-like
Kepler-858 b,Kepler-858,1,1,Transit,2016,76.13602028,,,4.87,,,,,5653.0,0.91,0.96,-0.04,[Fe/H],4.5,298.532,Neptune-like
Kepler-859 b,Kepler-859,1,1,Transit,2016,20.38177573,,,3.09,,,,,5020.0,0.77,0.81,-0.02,[Fe/H],4.59,839.903,Neptune-like
Kepler-860 b,Kepler-860,1,1,Transit,2016,5.10137945,,,3.24,,,,,5836.0,1.06,1.04,0.09,[Fe/H],4.4,1056.36,Neptune-like
Kepler-861 b,Kepler-861,1,1,Transit,2016,3.94963138,,,2.28,,,,,5047.0,0.78,0.82,0.01,[Fe/H],4.58,850.327,Neptune-like
Kepler-862 b,Kepler-862,1,1,Transit,2016,3.14866453,,,2.21,,,,,5333.0,0.84,0.88,0.04,[Fe/H],4.54,1039.03,Neptune-like
Kepler-863 b,Kepler-863,1,1,Transit,2016,15.59461874,,,2.9,,,,,5678.0,0.95,0.96,-0.03,[Fe/H],4.46,1499.66,Neptune-like
Kepler-864 b,Kepler-864,1,1,Transit,2016,5.83376092,,,2.4,,,,,5754.0,1.0,1.0,0.04,[Fe/H],4.44,2022.9,Neptune-like
Kepler-865 b,Kepler-865,1,1,Transit,2016,14.16399294,,,2.49,,,,,5570.0,0.92,0.93,-0.01,[Fe/H],4.49,586.137,Neptune-like
Kepler-866 b,Kepler-866,1,1,Transit,2016,2.61703254,,,1.63,,,,,4751.0,0.71,0.75,-0.07,[Fe/H],4.62,646.667,Super Earth
Kepler-867 b,Kepler-867,1,1,Transit,2016,150.242127,,,4.64,,,,,5541.0,0.91,0.92,-0.02,[Fe/H],4.49,1195.54,Neptune-like
Kepler-868 b,Kepler-868,1,1,Transit,2016,5.03251791,,,2.05,,,,,5614.0,0.89,0.93,-0.08,[Fe/H],4.51,1593.13,Super Earth
Kepler-869 b,Kepler-869,1,1,Transit,2016,40.4287755,,,3.61,,,,,5664.0,0.95,0.97,0.02,[Fe/H],4.47,939.455,Neptune-like
Kepler-87 b,Kepler-87,1,2,Transit,2013,114.73635,0.036,0.481,13.49,324.2,,478.0,,5600.0,1.82,1.1,-0.17,[Fe/H],3.96,1232.9,Gas Giant
Kepler-87 c,Kepler-87,1,2,Transit,2013,191.2318,0.039,0.676,6.14,6.4,,403.0,,5600.0,1.82,1.1,-0.17,[Fe/H],3.96,1232.9,Neptune-like
Kepler-870 b,Kepler-870,1,1,Transit,2016,21.3587621,,,2.78,,,,,5857.0,1.02,1.01,-0.01,[Fe/H],4.43,1259.46,Neptune-like
Kepler-871 b,Kepler-871,1,1,Transit,2016,22.0459018,,,3.74,,,,,5993.0,1.14,1.11,0.09,[Fe/H],4.37,1976.05,Neptune-like
Kepler-872 b,Kepler-872,1,1,Transit,2016,2.57885507,,,1.99,,,,,5902.0,1.08,1.05,0.04,[Fe/H],4.4,879.683,Super Earth
Kepler-873 b,Kepler-873,1,1,Transit,2016,20.5533844,,,3.75,,,,,6163.0,1.27,1.18,0.07,[Fe/H],4.29,1182.22,Neptune-like
Kepler-874 b,Kepler-874,1,1,Transit,2016,40.0686727,,,3.94,,,,,6020.0,1.13,1.09,0.03,[Fe/H],4.37,1082.16,Neptune-like
