sy_snum,sy_pnum,pl_orbper,pl_orbeccen,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,planet_type
1.0,3.0,35.747,0.15,0.22,3.94,10.18,53.0,752.0,2.0,5430.0,1.71,1.05,0.2,1.0,3.99,Neptune-like
1.0,1.0,5.64853445,0.11050000000000001,800.0,12.895,5085.28,19.105,2375.0,0.0,2838.0,0.28500000000000003,0.05,-0.062,5.0,4.755,Gas Giant
1.0,2.0,2.30538,0.11,0.02279,1.685,2.5,20.5,587.0,0.0,3326.0,0.3,0.3,0.1,1.0,4.85,Super Earth
1.0,2.0,8.0518,0.11,0.0525,1.685,3.75,3.87,387.0,0.0,3326.0,0.3,0.3,0.1,1.0,4.85,Super Earth
1.0,1.0,5.746007,0.0,0.0385,2.025,3.6500000000000004,7.2,456.0,0.0,3348.0,0.31,0.29,0.04,1.0,4.93,Super Earth
1.0,2.0,10.3465,0.20500000000000002,0.0457,1.685,1.08,0.67,231.0,0.0,3024.0,0.14,0.12,-0.25,1.0,5.1,Super Earth
1.0,2.0,21.202,0.09,0.0738,1.685,1.36,0.26,182.0,0.0,3024.0,0.14,0.12,-0.25,1.0,5.1,Super Earth
1.0,3.0,3.204,0.31,0.021,1.4585,1.37,3.8,510.0,0.0,2953.0,0.16,0.12,-0.08,1.0,3.6550000000000002,Super Earth
1.0,3.0,6.689,0.29,0.035,1.4585,1.74,1.4,510.0,0.0,2953.0,0.16,0.12,-0.08,1.0,3.6550000000000002,Super Earth
1.0,3.0,13.031,0.53,0.054,1.685,1.64,0.6,510.0,0.0,2953.0,0.16,0.12,-0.08,1.0,3.6550000000000002,Super Earth
1.0,2.0,1.628931,0.22,0.0153,1.13,1.66,14.21,529.0,0.0,3270.0,0.21,0.18,-0.14500000000000002,5.0,4.755,Super Earth
1.0,2.0,8.929,0.27,0.0476,1.4585,2.64,4.775,300.0,0.0,3270.0,0.21,0.18,-0.14500000000000002,5.0,4.755,Super Earth
1.0,2.0,41.38,0.38,0.166,8.915,96.7,5.025,443.0,0.0,3287.0,0.36,0.34,0.16,5.0,4.87,Gas Giant
1.0,2.0,532.58,0.342,0.912,15.830000000000002,68.06,0.115,292.5,0.0,3287.0,0.36,0.34,-0.125,5.0,4.87,Gas Giant
1.0,1.0,389.7,0.21100000000000002,0.5714,2.235,10.62,0.115,230.0,0.0,3280.0,0.18,0.16,-0.12,1.0,5.09,Neptune-like
1.0,1.0,1.58040433,0.063,0.0149,2.742,8.17,21.0,596.0,0.0,3250.0,0.21,0.18,0.29,1.0,5.03,Neptune-like
1.0,1.0,0.5182416,0.3265,0.00915,1.18,1.32,233.0,389.5,0.0,3458.0,0.39,0.38,0.030000000000000002,5.0,4.755,Super Earth
1.0,1.0,3.6511,0.04,0.026,4.15,7.4,11.605,451.5,0.0,3236.0,0.19,0.18,-0.04,1.0,5.09,Neptune-like
1.0,2.0,35.61253,0.188,0.1915,2.61,22.7,22.895,422.0,1.0,4640.0,0.69,0.73,0.003,1.0,4.61,Neptune-like
2.0,2.0,11.4407,0.094,0.072,1.685,3.03,3.6,378.5,0.0,3607.0,0.38,0.38,-0.34,1.0,4.87,Super Earth
2.0,2.0,7600.0,0.27,5.4,4.18,36.0,0.125,97.5,0.0,3607.0,0.38,0.38,-0.34,1.0,4.87,Neptune-like
1.0,1.0,5.2354,0.06,0.053,2.235,10.2,53.605000000000004,841.5,0.0,4347.0,0.64,0.69,-0.066,5.0,4.69,Neptune-like
1.0,3.0,8.63182,0.073,0.0607,5.73,10.6,24631.25,3260.0,2.0,16242.0,0.575,0.925,0.09,5.0,5.01,Neptune-like
1.0,3.0,25.63058,0.099,0.1254,4.15,6.8,38.85,580.0,0.0,5211.0,0.97,0.525,-0.33999999999999997,5.0,4.455,Neptune-like
1.0,3.0,603.95116,0.373,1.0304,4.18,29.4,1.7950000000000002,282.0,0.0,5783.5,0.985,0.20500000000000002,0.1685,5.0,4.48,Neptune-like
1.0,1.0,2288.0,0.21,2.41,13.275,260.61,0.08,129.5,0.0,3370.0,0.38,0.36,0.3,1.0,4.83,Gas Giant
1.0,3.0,17.133,0.07,0.092,4.15,6.49,26.75,600.5,0.0,4549.0,1.1400000000000001,0.43,0.04,5.0,4.375,Neptune-like
1.0,3.0,24.329,0.09,0.129,4.18,6.4,1.13,315.5,0.0,3371.0,0.445,0.43,0.034999999999999996,5.0,4.755,Neptune-like
1.0,3.0,106.3,0.14,0.309,4.15,7.56,1.875,342.0,0.0,4549.0,1.1400000000000001,0.43,-0.12499999999999999,5.0,4.375,Neptune-like
1.0,2.0,2.38128933,0.239302,0.034411,1.685,4.59248,120.0,1529.0,2.0,5634.5,1.0050000000000001,0.96,-0.0315,5.0,4.27,Super Earth
1.0,2.0,25533.11353048,0.040554,16.763449,10.805,4067.84698,0.125,660.5,2.0,5634.5,1.0050000000000001,0.96,-0.235,5.0,4.27,Gas Giant
1.0,1.0,69.971,0.72,0.283,4.18,16.2,3.205,363.0,1.0,4683.5,0.68,0.62,0.05149999999999999,5.0,4.68,Neptune-like
2.0,2.0,121.93267601,0.365639,0.384214,3.965,8.57613,3.795,305.0,2.5,4049.5,0.57,0.51,0.02,5.0,4.635,Neptune-like
2.0,2.0,579.47494672,0.403522,1.086215,4.18,14.85045,0.155,199.0,2.5,4049.5,0.57,0.51,0.16,5.0,4.635,Neptune-like
1.0,1.0,14.238,0.1,0.0818,1.685,4.0,2.53,351.0,0.0,3451.0,0.36,0.36,-0.03,1.0,4.96,Super Earth
1.0,1.0,15.819,0.08,0.101,4.18,13.0,4.865,627.0,0.0,3542.0,0.54,0.53,-0.024499999999999997,5.0,4.72,Neptune-like
1.0,2.0,18.6498,0.1,0.091101,1.685,2.89,1.06,315.5,0.0,3382.0,0.29,0.29,0.09,1.0,4.88,Super Earth
1.0,2.0,4.7234,0.17,0.036467,1.5350000000000001,1.18,6.66,752.5,0.0,3382.0,0.29,0.29,0.09,1.0,4.88,Super Earth
2.0,1.0,133.71,0.511,0.49,15.830000000000002,1071.04,1.71,350.0,2.0,5540.0,0.9,0.9,0.1,1.0,4.7,Gas Giant
1.0,1.0,11.949,0.22,0.079,5.73,8.2,368.02,818.0,0.0,5705.0,0.745,0.47,-0.07,5.0,4.62,Neptune-like
1.0,1.0,2.853136,0.32,0.03165,2.13,3.34,6.35,693.0,0.0,3556.0,0.52,0.52,-0.06,1.0,4.73,Neptune-like
1.0,3.0,1.22003,0.19,0.0197,1.685,1.78,118.1,793.5,0.0,3717.0,0.5,0.68,-0.3,1.0,4.76,Super Earth
1.0,3.0,5.974,0.11,0.057,1.4585,4.18,13.9,656.0,0.0,3717.0,0.5,0.68,-0.3,1.0,4.76,Super Earth
1.0,3.0,257.8,0.32,0.698,3.965,10.5,0.1,235.0,0.0,3717.0,0.5,0.68,-0.3,1.0,4.76,Neptune-like
1.0,2.0,695.66,0.07,1.151,10.695,557.1,24631.25,2975.0,0.0,21899.0,0.28500000000000003,0.42,-0.195,5.0,4.665,Gas Giant
1.0,2.0,6739.323,0.17,5.23,10.695,522.5,24631.25,2975.0,0.0,21899.0,0.28500000000000003,0.42,-0.195,5.0,4.665,Gas Giant
1.0,1.0,10.6666864,0.929006,0.091179,2.435,11.73969,122.0,919.0,1.5,5467.5,0.89,0.89,0.060000000000000005,5.0,4.52,Neptune-like
1.0,1.0,4100.0,0.37,4.5,12.895,731.0,0.18,100.0,0.0,3900.0,0.53,0.69,0.0,2.0,4.64,Gas Giant
1.0,4.0,30.5987,0.06,0.14339,4.18,23.54,1.07,284.0,0.0,3466.0,0.4,0.42,0.02,1.0,3.7199999999999998,Neptune-like
1.0,4.0,122.6196,0.11,0.36175,4.18,21.09,0.17,252.0,0.0,3466.0,0.4,0.42,0.02,1.0,3.7199999999999998,Neptune-like
1.0,4.0,48.1345,0.12,0.19394,4.15,7.6,0.59,284.0,0.0,3466.0,0.4,0.42,0.02,1.0,3.7199999999999998,Neptune-like
1.0,4.0,13.2543,0.21,0.08208,1.685,3.28,3.34,389.5,0.0,3466.0,0.4,0.42,0.02,1.0,3.7199999999999998,Super Earth
1.0,2.0,5.3636,0.23,0.03282,2.3200000000000003,2.02,2.58,383.5,0.0,3159.0,0.12,0.16,-0.27,1.0,3.7649999999999997,Super Earth
1.0,2.0,40.54,0.17,0.1264,1.685,2.31,0.17,383.5,0.0,3159.0,0.12,0.16,-0.27,1.0,3.7649999999999997,Super Earth
1.0,1.0,14.207,0.31,0.089,4.15,6.6,13.4,1138.0,0.0,3526.0,0.44,0.47,-0.09,1.0,3.6500000000000004,Neptune-like
2.0,1.0,24.422,0.109,0.142,5.73,10.6,14.5,553.5,0.0,4014.0,0.58,0.64,-0.03,1.0,4.68,Neptune-like
1.0,1.0,3.3366496,0.14700000000000002,0.0355,4.57,13.9,36.5,594.0,0.0,3600.0,0.55,0.54,0.2,1.0,4.7,Neptune-like
2.0,2.0,1.1980035,0.0,0.01589,1.264,1.86,59.4,773.0,0.0,3347.0,0.36,0.36,0.11,1.0,4.81,Super Earth
2.0,2.0,15.509,0.0,0.0876,4.15,7.41,1.95,329.0,0.0,3347.0,0.36,0.36,0.11,1.0,4.81,Neptune-like
1.0,2.0,203.69,0.44,0.337,10.805,146.20107,3.36,413.0,0.0,3081.0,0.14,0.12,-0.07,1.0,3.6550000000000002,Gas Giant
1.0,2.0,1599.6,0.0183,1.292,15.830000000000002,63.56568,0.08,252.0,0.0,3081.0,0.14,0.12,-0.07,1.0,3.6550000000000002,Gas Giant
1.0,3.0,3.93072,0.10500000000000001,0.035,1.217,1.84,12.6,525.0,0.0,3505.0,0.34,0.34,-0.12,1.0,4.94,Super Earth
1.0,3.0,9.1247,0.10500000000000001,0.061,1.685,3.4,4.45,401.0,0.0,3505.0,0.34,0.34,-0.12,1.0,4.94,Super Earth
1.0,3.0,55.661,0.125,0.204,4.15,6.1,0.38,220.0,0.0,3505.0,0.34,0.34,-0.12,1.0,4.94,Neptune-like
1.0,1.0,2.64561,0.08,0.0287,3.965,8.4,15.8,509.5,0.0,3513.0,0.43,0.45,-0.245,5.0,4.855,Neptune-like
1.0,1.0,0.321962,0.0,0.0071,0.718,0.546,6.35,1745.0,0.0,3522.0,0.46,0.45,-0.01,1.0,4.78,Terrestrial
1.0,1.0,3.0232,0.07,0.026,3.965,8.0,12.185,487.0,0.0,3324.0,0.28,0.27,0.0,1.0,5.05,Neptune-like
1.0,2.0,2.616235,0.0,0.0252,1.09,1.75,17.3,568.0,0.0,3384.0,0.32,0.31,-0.02,1.0,4.89,Super Earth
1.0,2.0,15.04,0.0,0.081,4.15,5.71,1.68,317.0,0.0,3384.0,0.32,0.31,-0.02,1.0,4.89,Neptune-like
1.0,1.0,7.02679,0.14700000000000002,0.05402,1.4585,1.71,9.21,485.0,0.0,3579.0,0.43,0.43,-0.09,1.0,4.88,Super Earth
1.0,1.0,6.905,0.121,0.0608,4.15,7.14,24.46,590.0,0.0,3867.0,0.61,0.63,-0.04,1.0,4.65,Neptune-like
1.0,2.0,2.64977,0.0,0.029,1.685,2.47,66.0,793.5,0.0,3722.0,0.49,0.5,-0.16,1.0,4.77,Super Earth
1.0,2.0,13.74,0.049,0.089,4.15,6.26,9.4,426.0,0.0,3722.0,0.49,0.5,-0.16,1.0,4.77,Neptune-like
1.0,2.0,12.9394,0.063,0.07879,2.24,2.69,9.4,426.0,0.0,3719.0,0.37,0.39,-0.362,1.0,4.89,Super Earth
2.0,2.0,50.8,0.45,0.2324,2.63,7.6,43.715,309.0,1.0,4120.0,0.68,0.65,0.24,1.0,4.65,Neptune-like
2.0,2.0,749.83,0.105,1.4,8.4,53.83,0.155,125.0,1.0,4120.0,0.68,0.65,0.24,1.0,4.65,Gas Giant
1.0,1.0,20.129,0.11,0.111,2.385,11.07,4.865,627.0,0.0,3537.0,0.33499999999999996,0.35,-0.024499999999999997,5.0,4.925,Neptune-like
1.0,1.0,13.352,0.37,0.082,4.18,16.57,1.52,373.0,0.0,3387.0,0.41,0.41,0.12,1.0,4.97,Neptune-like
1.0,3.0,7.3705,0.04,0.062,4.15,6.043,24631.25,3260.0,5.0,16637.0,0.375,0.48,0.09,5.0,5.07,Neptune-like
1.0,3.0,5094.105,0.12,4.819,4.18,32.422,24631.25,3260.0,5.0,16637.0,0.375,0.48,0.09,5.0,5.07,Neptune-like
1.0,3.0,36.059,0.07,0.178,5.73,5.223,24631.25,3260.0,5.0,16637.0,0.375,0.48,0.09,5.0,5.07,Neptune-like
1.0,1.0,2.64388312,0.13827,0.0291,4.17,22.1,14.5,543.0,0.0,3655.0,0.46,0.47,-0.0065,5.0,4.79,Neptune-like
1.0,1.0,9.567,0.1,0.068,2.435,13.2,198.5,1099.0,0.0,5899.0,0.67,0.45,0.11,5.0,4.529999999999999,Neptune-like
1.0,1.0,1.467119,0.05,0.01734,1.305,2.82,40.3,701.0,0.0,3340.0,0.33,0.32,0.07,1.0,4.9350000000000005,Super Earth
1.0,1.0,3.2049891649999998,0.18,43.5,15.830000000000002,1271.3,3.335,510.0,2.0,6234.0,1.275,1.22,0.28,1.0,4.6,Gas Giant
1.0,1.0,140.43,0.45,0.422,5.73,5.2,0.28,202.0,0.0,3728.0,0.5,0.51,-0.14,1.0,4.76,Neptune-like
1.0,1.0,8.7076,0.08,0.06661,4.15,5.36,42.975,517.0,0.0,3685.0,0.5,0.52,-0.08,1.0,4.75,Neptune-like
1.0,3.0,5.3686,0.0,0.04061,3.9850000000000003,15.8,50.65,666.0,0.0,3396.0,0.33,0.31,0.06,5.0,4.89,Neptune-like
1.0,3.0,12.914,0.0,0.0721,4.15,5.5,5.08,392.5,0.0,3396.0,0.33,0.31,-0.135,5.0,4.89,Neptune-like
1.0,3.0,3.149,0.0,0.02815,1.685,1.7,50.65,666.0,0.0,3396.0,0.33,0.31,-0.01,5.0,4.89,Super Earth
1.0,1.0,14.628,0.13,0.078361,1.685,2.82,3.5250000000000004,362.5,0.0,3499.0,0.31,0.3,-0.38,1.0,4.94,Super Earth
1.0,1.0,598.3,0.3,1.135,8.915,104.244,0.19,163.5,0.0,3700.0,0.39,0.54,0.08,1.0,3.6449999999999996,Gas Giant
3.0,5.0,7.2004,0.13,0.0505,4.33,5.6,33.3,614.5,0.0,3350.0,0.33499999999999996,0.33,-0.55,1.0,4.69,Neptune-like
3.0,5.0,28.14,0.02,0.125,1.4585,3.8,1.25,277.5,0.0,3350.0,0.33499999999999996,0.33,-0.55,1.0,4.69,Super Earth
3.0,5.0,62.24,0.02,0.213,1.685,2.7,1.25,277.5,0.0,3350.0,0.33499999999999996,0.33,-0.55,1.0,4.69,Super Earth
3.0,5.0,39.026,0.03,0.156,1.685,2.7,1.25,277.5,0.0,3350.0,0.33499999999999996,0.33,-0.55,1.0,4.69,Super Earth
3.0,5.0,256.2,0.08,0.549,1.685,4.6,0.115,241.0,0.0,3350.0,0.33499999999999996,0.33,-0.55,1.0,4.69,Super Earth
1.0,1.0,4.6938,0.2,0.039,2.435,11.09,3.6,503.5,0.0,3600.0,0.42,0.35,-0.28,1.0,4.85,Neptune-like
2.0,4.0,1051.44520601,0.318615,1.734535,15.830000000000002,1837.01057,395.4,512.5,0.5,4123.0,0.635,0.63,-0.07,5.0,4.665,Gas Giant
2.0,4.0,13921.42302046,0.295316,9.67808,12.895,4271.00959,0.125,899.5,0.5,4123.0,0.635,0.63,0.1725,5.0,4.665,Gas Giant
2.0,4.0,3.60075682,0.192193,0.039322,1.685,3.79832,495.64,644.0,0.5,4123.0,0.635,0.63,-0.22249999999999998,5.0,4.665,Super Earth
2.0,4.0,35.47357709,0.152395,0.180707,4.15,6.69167,43.715,472.0,0.5,4123.0,0.635,0.63,0.13,5.0,4.665,Neptune-like
1.0,1.0,17281.66513958,0.381243,10.121898,15.475000000000001,7764.94529,0.125,1364.5,0.0,3655.0,0.46,0.46,0.2175,5.0,4.88,Gas Giant
1.0,2.0,17.478,0.08,0.08,1.4585,4.4,0.465,206.5,0.0,3028.0,0.28500000000000003,0.27,-0.25,5.0,4.755,Super Earth
1.0,2.0,57.32,0.1,0.176,5.73,8.7,0.465,206.5,0.0,3028.0,0.28500000000000003,0.27,-0.25,5.0,4.755,Neptune-like
1.0,1.0,24.16,0.0,0.1344,3.965,9.0,12.100000000000001,487.5,0.0,3816.0,0.54,0.55,-0.15,1.0,4.72,Neptune-like
1.0,2.0,38.142,0.17,0.163,4.18,17.2,0.96,317.5,0.0,3458.5,0.8700000000000001,0.4,0.06999999999999999,5.0,4.57,Neptune-like
1.0,2.0,727.562,0.4,1.165,4.18,16.0,0.08,163.5,0.0,3458.5,0.8700000000000001,0.4,0.08,5.0,4.57,Neptune-like
2.0,1.0,19.466,0.12,0.119,2.435,13.64,6.449999999999999,401.0,0.0,3837.0,0.56,0.57,-0.14,1.0,4.71,Neptune-like
1.0,1.0,2.37756,0.24,0.029,1.685,2.96,79.0,829.0,0.0,3913.0,0.56,0.58,0.08,1.0,4.68,Super Earth
1.0,1.0,3657.0,0.08,3.56,13.275,216.0,0.2,87.5,0.0,3472.0,0.47,0.45,-0.3,1.0,4.7,Gas Giant
1.0,2.0,1915.0,0.125,6.85,13.275,286.04557,0.255,129.5,0.0,4276.0,0.665,0.49,0.22,1.0,4.52,Gas Giant
1.0,2.0,7068.0,0.255,6.85,13.275,223.11554,0.125,97.5,0.0,4276.0,0.665,0.49,0.22,1.0,4.52,Gas Giant
2.0,1.0,15.76491,0.04,0.11,15.830000000000002,1404.8086,494.1,1130.0,2.0,5182.0,0.77,0.93,-0.22,1.0,4.63,Gas Giant
1.0,4.0,61.1166,0.0324,0.208317,10.695,723.2235,80.45,475.0,0.0,3397.5,0.3,0.32,0.457,5.0,4.89,Gas Giant
1.0,4.0,30.0881,0.25591,0.12959,13.275,226.9846,160.535,883.5,0.0,3397.5,0.3,0.32,0.135,5.0,4.89,Gas Giant
1.0,4.0,1.93778,0.207,0.020807,4.18,6.83,50.65,666.0,0.0,3397.5,0.3,0.32,-0.01,5.0,4.89,Neptune-like
1.0,4.0,124.26,0.055,0.3343,2.435,14.6,0.38,270.0,0.0,3397.5,0.3,0.32,-0.265,5.0,4.89,Neptune-like
1.0,2.0,9.262,0.0,0.068,1.685,4.2,7.95,468.0,0.0,3688.0,0.47,0.49,-0.06,1.0,4.78,Super Earth
1.0,2.0,21.789,0.10500000000000001,0.12,4.15,7.6,2.56,352.0,0.0,3688.0,0.47,0.49,-0.06,1.0,4.78,Neptune-like
2.0,1.0,284.39,0.35,0.63965,10.695,718.2922,1.71,332.5,0.0,5900.0,0.87,0.44,0.135,5.0,4.54,Gas Giant
1.0,1.0,771.36,0.46,0.88,15.830000000000002,66.74397,0.115,313.5,0.0,3154.0,0.16,0.15,-0.13,1.0,5.01,Gas Giant
1.0,1.0,73.94,0.44,0.291,4.18,19.66,1.01,409.5,0.0,3785.0,0.515,0.6,0.14,1.0,3.635,Neptune-like
1.0,1.0,18.27,0.29,0.1139,3.965,9.65,8.0,453.0,0.0,3836.0,0.57,0.59,0.05,1.0,4.69,Neptune-like
1.0,1.0,19240.75467009,0.155099,12.341073,10.805,3051.24439,0.125,1252.0,0.5,5045.5,0.79,0.67,0.215,5.0,4.535,Gas Giant
1.0,3.0,1.2089819,0.0,0.0188,1.577,4.91,64.12,737.0,0.5,4340.0,0.6,0.61,-0.26,4.0,4.66,Super Earth
1.0,3.0,3.6480957,0.0,0.03925,1.241,0.84,64.12,820.5,0.5,4340.0,0.6,0.61,-0.26,4.0,4.66,Super Earth
1.0,3.0,6.2014698,0.0,0.05591,2.022,4.04,64.12,645.5,0.5,4340.0,0.6,0.61,-0.26,4.0,4.66,Neptune-like
1.0,1.0,1.744579,0.0,0.0338,16.477,6261.21962,4650.0,2300.0,3.0,7000.0,1.56,1.68,0.35,1.0,4.27,Gas Giant
1.0,1.0,21.59225609,0.131,100.0,33.6,6356.0,19.105,2650.0,1.0,4379.59,0.6799999999999999,0.7,-0.10499999999999998,5.0,4.665,Gas Giant
1.0,1.0,18.513823,0.07500000000000001,320.0,12.895,5000.0,19.105,2300.0,1.0,4200.0,0.81,0.9,0.08,5.0,4.22,Gas Giant
1.0,1.0,3.32479,0.275,2000.0,14.179,3591.3,1.695,1050.0,0.0,3350.0,0.33499999999999996,0.33,0.1,1.0,4.69,Gas Giant
1.0,1.0,3.052524,0.4475,0.04047,13.776,533.95172,940.0,1516.5,2.0,5470.0,0.95,0.95,-0.135,5.0,4.48,Gas Giant
1.0,1.0,3.6915224,0.01,0.0467,14.818,259.66581,484.0,1478.5,1.0,5720.0,1.06,1.0,0.01,5.0,4.425,Gas Giant
1.0,1.0,3.822,0.109,0.039435,4.18,13.02,60.25,830.0,0.0,3879.0,0.56,0.56,0.06,1.0,3.6100000000000003,Neptune-like
2.0,1.0,13.8508,0.363,0.0905,4.18,5.63,12.100000000000001,522.5,0.0,3805.0,0.51,0.52,0.13,1.0,4.69,Neptune-like
1.0,1.0,15.53,0.05,0.091,4.18,6.624,1.9,396.0,0.0,3656.0,0.43,0.43,-0.23,1.0,4.87,Neptune-like
2.0,1.0,4.46529976,0.034,0.05561,14.785,166.86075,1014.5,1322.0,2.0,5980.0,1.17,1.15,0.13,1.0,4.36,Gas Giant
1.0,2.0,4.88780244,0.218,0.05254,4.36,23.4,27.05,1275.0,1.5,4780.0,0.68,0.81,0.31,1.0,4.6,Neptune-like
1.0,2.0,3407.0,0.601,4.13,13.275,507.0,0.18,100.0,1.5,4780.0,0.68,0.81,0.31,1.0,4.6,Gas Giant
1.0,1.0,3.2130598,0.0,0.0384,10.749,67.059,53.5,963.0,1.0,4650.0,0.7,0.73,-0.29,1.0,4.61,Gas Giant
1.0,2.0,2.91625,0.0133,0.037500000000000006,14.258,270.462,342.0,940.0,2.5,5541.5,0.99,1.15,0.08,5.0,4.48,Gas Giant
1.0,2.0,446.27,0.6616,1.15653,12.895,4538.421,5.09,327.5,1.0,4879.5,0.82,1.0050000000000001,-0.195,5.0,4.545,Gas Giant
2.0,1.0,4.62767,0.11,0.052500000000000005,15.917,1093.3352,630.5,1394.5,3.0,6600.0,1.82,2.65,0.11,1.0,4.25,Gas Giant
1.0,1.0,10.8635,0.19,909.5,11.882,616.5902,843.5,867.5,2.0,5568.0,1.07,1.0,0.22,1.0,4.38,Gas Giant
3.0,1.0,2.77596,0.036,0.0413,14.448,1332.605,931.0,1626.0,3.0,6158.0,1.24,1.22,0.17,1.0,4.34,Gas Giant
1.0,2.0,10.33852,0.35,159.5,11.769,184.3414,256.15000000000003,931.5,2.0,5246.0,0.87,0.99,0.0,1.0,4.53,Gas Giant
1.0,2.0,5584.0,0.39,5.6,15.830000000000002,1080.6,0.125,97.5,3.5,5336.96,0.84,0.92,0.051,2.0,4.55,Gas Giant
1.0,1.0,5.508023,0.084,0.0559,11.153,62.61,69.4,852.0,1.0,4803.0,0.75,0.77,0.1,1.0,4.57,Gas Giant
1.0,1.0,4.008778,0.067,0.0466,12.689,92.802,86.75,1010.0,1.0,4990.0,0.82,0.84,0.23,1.0,4.54,Gas Giant
1.0,1.0,5.6335158,0.5172,0.06814,13.74,2739.6946,2904.22,1585.0,3.0,6380.0,1.39,1.33,0.18,1.0,4.34,Gas Giant
1.0,1.0,2.875317,0.015,0.0361,9.718,2302.899,456.5,970.0,1.0,4595.0,0.69,0.76,0.35,1.0,4.63,Gas Giant
1.0,1.0,4.12448,0.23,0.0505,12.442,1547.8321,697.5,1401.5,2.0,5588.0,1.21,1.24,0.01,1.0,4.33,Gas Giant
2.0,1.0,3.21222,0.02,4.39,12.89,785.0401,1009.25,1412.5,2.0,5302.0,1.11,1.13,0.24,1.0,4.36,Gas Giant
1.0,1.0,1.21288,0.11,2.46,12.218,425.8922,457.0,1257.0,0.0,5905.0,0.96,0.58,0.15,1.0,4.33,Gas Giant
2.0,1.0,3.35524,0.07,0.041499999999999995,14.572,238.3725,1054.5,1596.0,2.0,6373.0,1.38,1.37,-0.16,1.0,4.27,Gas Giant
1.0,1.0,3.65281514,0.023,0.0466,12.722,180.84527,325.0,1182.0,2.0,5519.0,0.92,1.01,0.294,1.0,4.52,Gas Giant
1.0,1.0,4.23452,0.12,0.0525,7.062,22.2481,27.425,781.5,2.0,5079.0,0.87,1.12,-0.04,1.0,4.56,Neptune-like
2.0,1.0,3.039577,0.0,0.04,11.43,197.05,216.54999999999998,949.0,3.5,5316.0,0.86,0.92,0.3,2.0,4.53,Gas Giant
1.0,1.0,3.257215,0.051,0.0434,13.585,198.953,1002.5,1384.0,2.0,5680.0,1.1,1.02,0.12,1.0,4.36,Gas Giant
2.0,1.0,5.72319,0.09,0.0625,13.115,279.6904,1123.5,1889.0,2.0,6087.0,1.3,1.45,0.21,1.0,4.34,Gas Giant
2.0,1.0,2.8997,0.0,4.4,10.536,206.5895,479.3,1278.0,2.0,5185.0,0.87,1.06,0.27,1.0,4.56,Gas Giant
2.0,1.0,2.8106,0.04,0.041249999999999995,16.141,263.7989,1463.5,1752.5,2.0,6304.0,1.31,1.55,0.13,1.0,4.36,Gas Giant
1.0,1.0,5.00542,0.25,10.178,12.218,721.4741,999.0,2000.0,2.0,6065.0,1.39,1.31,0.15,1.0,4.26,Gas Giant
2.0,1.0,2.1500082,0.159,0.03397,22.194,216.1244,1841.0,1836.0,2.0,6001.0,1.37,1.13,-0.16,1.0,4.22,Gas Giant
2.0,1.0,3.47447,0.0,0.048100000000000004,20.737,292.4036,1661.0,1618.0,2.0,6446.0,1.79,1.82,0.05,1.0,4.15,Gas Giant
1.0,1.0,5.452654,0.432,0.06774,13.417,1058.3739,630.5,1394.5,3.0,6442.0,1.53,1.39,0.22,5.0,4.05,Gas Giant
3.0,1.0,3.646706,0.02,0.04978,14.93,335.62848,1680.5,1855.0,2.5,6096.0,1.44,1.24,0.11,5.0,4.234999999999999,Gas Giant
1.0,1.0,1.32734683,0.0,0.0241,14.314,587.41341,1431.5,1781.0,1.0,5620.0,1.04,1.03,-0.085,5.0,4.46,Gas Giant
1.0,1.0,2.797436,0.058,0.0379,13.204,371.528,435.0,1271.0,2.0,5500.0,0.88,0.93,0.305,5.0,4.53,Gas Giant
1.0,1.0,4.640382,0.067,0.0523,9.247,84.857,230.85,1082.0,1.5,5330.0,0.92,0.89,0.255,5.0,4.53,Gas Giant
2.0,1.0,3.54387,0.0,0.0509,17.609,190.372,1661.0,1752.0,3.0,6430.0,1.62,1.4,0.0235,5.0,4.05,Gas Giant
2.0,1.0,3.056536,0.0,0.04438,14.28,213.255,1421.5,1686.0,2.0,5860.0,0.96,1.055,0.255,5.0,4.49,Gas Giant
1.0,1.0,4.45724,0.0,831.027,17.038,152.5584,219.0,808.5,2.0,6080.0,1.94,1.03,0.22,1.0,3.93,Gas Giant
2.0,1.0,2.69405,0.0,0.035,22.978,378.2177,2650.0,1697.5,3.0,6390.0,2.05,2.56,0.21,1.0,4.14,Gas Giant
1.0,1.0,4.641878,0.0,0.0575,14.348,331.801,770.15,1428.0,2.0,5743.0,1.53,1.18,0.27,1.0,4.14,Gas Giant
1.0,1.0,3.3326414,0.0295,0.0444,13.63,5425.2071,22.5,1353.0,2.0,5693.0,1.08,1.03,0.2,1.0,4.38,Gas Giant
1.0,2.0,4.301219,0.044,0.0507,13.922,111.871,230.85,1108.0,2.0,5295.0,0.95,0.94,0.33,1.0,4.46,Gas Giant
1.0,2.0,872.2,0.494,1.752,15.830000000000002,1271.3,0.525,247.5,2.0,5295.0,0.95,0.94,0.33,1.0,4.46,Gas Giant
1.0,1.0,3.128992,0.049,0.0452,15.984,283.492,1054.5,1652.0,2.5,6330.0,1.32,1.26,0.07,1.0,4.3,Gas Giant
